개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태명,폐업일자,휴업시작일자,휴업종료일자,소재지면적,소재지우편번호,도로명우편번호,사업장명,업태구분명,데이터갱신구분,관리주체,데이터갱신시점,도로명주소,병상수,상세영업상태명,상세영업상태코드,영업상태코드,의료기관종별명,의료인수,입원실수,전화번호,좌표정보(X),좌표정보(Y),지번주소,진료과목내용,진료과목내용명,총면적,최종수정시점
4520000,PHMA220244520031021200003,2024-04-02,,영업/정상,,,,3317.34,,31494,프라이드병원,병원,I,시군구,2026-05-10 22:30:21,"충청남도 아산시 배방읍 월천8길 9-5, 2~6층",84,영업중,13,01,병원,24,24,0419118588,,,,101 102 105 106 109 116 120 122,"내과, 신경과, 정형외과, 신경외과, 마취통증의학과, 영상의학과, 재활의학과, 가정의학과",3317.34,2026-04-24 11:23:51
4520000,PHMA220244520031021200004,2024-06-25,,영업/정상,,,,1794.25,,31465,레메디한방병원,한방병원,I,시군구,2026-05-12 22:30:01,"충청남도 아산시 탕정면 한들물빛6로 46, 4~5층",40,영업중,13,01,한방병원,19,19,,207776.867432376    ,365245.18416428     ,,308 306 304 302 301 109,"마취통증의학과, 한방내과, 한방부인과, 한방안·이비인후·피부과, 한방재활의학과, 침구과",1794.25,2026-05-11 14:48:52
4520000,PHMA220244520031021200005,2024-08-14,,영업/정상,,,,901.65,,31465,365아홉가지약속치과병원,치과병원,I,시군구,2026-05-12 22:30:01,"충청남도 아산시 탕정면 한들물빛6로 46, 6층",0,영업중,13,01,치과병원,6,0,,207776.867432376    ,365245.18416428     ,충청남도 아산시 탕정면 매곡리 1206,412 411 410 409 408 407 406 405 404 403,"치과보철과, 치과교정과, 소아치과, 치주과, 치과보존과, 구강내과, 영상치의학과, 구강병리과, 예방치과, 통합치의학과",901.65,2026-05-11 14:49:16
4520000,PHMA220254520031021200001,2025-05-15,,영업/정상,,,,1332,,31465,본한방병원,한방병원,I,시군구,2026-05-10 22:30:24,"충청남도 아산시 탕정면 한들물빛6로 14, 5,6,7층",35,영업중,13,01,한방병원,11,14,0415417581,207480.363123664    ,365115.779518934    ,,308 307 306 305 304 303 302 301 122,"가정의학과, 한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과",1332,2026-05-07 09:09:54
4520000,PHMA220114520031021200001,2011-04-07,,취소/말소/만료/정지/중지,2018-06-05,,,2476.21,336-050,,아산효요양병원,요양병원(일반요양병원),I,시군구,2026-05-10 22:30:13,"충청남도 아산시 시민로329번길 82 (용화동,2필지)",195,직권폐업,24,04,요양병원(일반요양병원),11,28,,199324.417911205    ,363630.534900895    ,충청남도 아산시 용화동 368번지 51호 2필지,101 120 104 105 102 308,"내과, 신경과, 외과, 정형외과, 재활의학과, 침구과",2476.21,2023-05-12 11:03:04
4520000,PHMA220254520031021200002,2025-08-12,,영업/정상,,,,326.59,,31482,온아치과병원,치과병원,I,시군구,2026-05-10 22:30:18,"충청남도 아산시 배방읍 배방로13번길 9-4, 5층 501,502,503호",0,영업중,13,01,치과병원,2,0,0415410975,204889.271695683    ,363887.329024409    ,충청남도 아산시 배방읍 공수리 1597 5층,412 411 410 409 408 407 406 405 404 403,"치과보철과, 치과교정과, 소아치과, 치주과, 치과보존과, 구강내과, 영상치의학과, 구강병리과, 예방치과, 통합치의학과",326.59,2025-11-04 10:28:31
4520000,PHMA219004520031021200001,2017-04-11,,영업/정상,,,,1573.9,,31521,도솔한방병원,한방병원,I,시군구,2026-05-10 22:30:15,"충청남도 아산시 온천대로 1558, 중원빌딩 (온천동)",32,영업중,13,01,한방병원,13,14,0415331075,200895.823326496    ,364263.688769849    ,,101 120 122 301 302 303 304 305 306 307 308,"내과, 재활의학과, 가정의학과, 한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과",1573.9,2026-04-28 17:25:16
4520000,PHMA219864520031021200001,1986-12-12,,영업/정상,,,,5811.07,336-855,31475,의료법인 정빈의료재단 아산병원,정신병원,I,시군구,2026-05-10 22:30:21,충청남도 아산시 배방읍 휴대세교길 101,293,영업중,13,01,정신병원,19,88,0415489851,209224.195978956    ,364012.358261537    ,충청남도 아산시 배방읍 세교리 348번지 5호,103,정신건강의학과,5811.07,2026-02-06 05:43:25
4520000,PHMA219994520031021200001,1999-11-30,,영업/정상,,,,4744.56,336-863,31416,열린성애병원,정신병원,I,시군구,2026-05-10 22:30:19,충청남도 아산시 음봉면 음봉로681번길 76,237,영업중,13,01,정신병원,22,58,0415433580,207078.427344465    ,370827.500644568    ,충청남도 아산시 음봉면 월랑리 119,103,정신건강의학과,4744.56,2026-03-13 00:43:40
4520000,PHMA220024520031021200002,2002-12-30,,영업/정상,,,,2863.06,,31506,현대병원,병원,I,시군구,2026-05-10 22:30:14,충청남도 아산시 온천대로 1442 (온천동),91,영업중,13,01,병원,51,25,0415463636,199772.476472332    ,364559.649925713    ,충청남도 아산시 온천동 230-6,125 116 105 104 102 101,"내과, 신경과, 외과, 정형외과, 영상의학과, 응급의학과",2863.06,2026-05-07 09:11:12
4520000,PHMA220044520031021200001,2004-06-04,,영업/정상,,,,1021.27,336-040,31526,미래한국병원,병원,I,시군구,2026-05-12 22:30:01,충청남도 아산시 번영로230번길 13 (모종동),133,영업중,13,01,병원,18,28,,201388.640037685    ,364617.846599258    ,충청남도 아산시 모종동 568-8,101 104 109 105 106 116,"내과, 외과, 정형외과, 신경외과, 마취통증의학과, 영상의학과",1021.27,2026-05-11 14:48:38
4520000,PHMA220074520031021200001,2007-04-30,,영업/정상,,,,2334.4,336-012,31506,아산삼성요양병원,요양병원(일반요양병원),I,시군구,2026-05-12 22:30:01,충청남도 아산시 온천대로 1446 (온천동),91,영업중,13,01,요양병원(일반요양병원),11,20,,199803.470658628    ,364554.906030532    ,충청남도 아산시 온천2동 230-1,308 301 122 120 105 104 102 101,"내과, 신경과, 외과, 정형외과, 재활의학과, 가정의학과, 한방내과, 침구과",2334.4,2026-05-11 14:49:00
4520000,PHMA220074520031021200002,2007-07-24,,폐업,2025-04-29,2024-10-23,2025-10-22,7452.34,,31450,의료법인 참의료재단 아산참요양병원,요양병원(일반요양병원),I,시군구,2026-05-10 22:30:13,충청남도 아산시 염치읍 송곡안길 31,236,폐업,03,03,요양병원(일반요양병원),5,53,0414271004,,,,301 122 120 114 106 105 104 103 102 101,"내과, 신경과, 정신건강의학과, 외과, 정형외과, 신경외과, 피부과, 재활의학과, 가정의학과, 한방내과",7452.34,2025-04-30 09:32:46
4520000,PHMA220084520031021200001,2008-01-29,,폐업,2020-12-28,,,1997.95,336-821,31431,시민병원,정신병원,I,시군구,2026-05-10 22:30:13,충청남도 아산시 영인면 상성길50번길 106,192,폐업,03,03,정신병원,6,29,0415328264,193983.706280513    ,372691.195358264    ,충청남도 아산시 영인면 상성리 305-3,103,정신건강의학과,1997.95,2022-01-21 13:59:54
4520000,PHMA220084520031021200002,2008-09-05,,폐업,2009-07-02,2009-05-18,2009-07-18,1341.73,336-050,,남산두성병원,병원,I,시군구,2026-05-10 22:30:16,충청남도 아산시 시민로329번길 82 (용화동),40,폐업,03,03,병원,2,8,0415470026,199324.417911205    ,363630.534900895    ,충청남도 아산시 용화동 368-51,101 104,"내과, 외과",1341.73,2012-08-27 17:40:34
4520000,PHMA220094520031021200001,2009-08-14,,영업/정상,,,,1682,,31515,리더스아산병원,병원,I,시군구,2026-05-10 22:30:11,충청남도 아산시 충무로 74 (권곡동),31,영업중,13,01,병원,14,8,0415403900,200525.477019357    ,365128.444272498    ,충청남도 아산시 권곡동 540-2,105 101 109 116,"내과, 정형외과, 마취통증의학과, 영상의학과",1682,2026-03-30 11:46:17
4520000,PHMA220094520031021200002,2009-07-31,,폐업,2023-05-31,,,1226.08,,31528,아람메디컬 병원,정신병원,I,시군구,2026-05-10 22:30:11,충청남도 아산시 온천대로1740번길 9 (풍기동),109,폐업,03,03,정신병원,12,25,0415336119,202580.089366442    ,363658.646287305    ,충청남도 아산시 풍기동 16-1,103,정신건강의학과,1226.08,2023-05-30 16:41:30
4520000,PHMA220124520031021200001,2012-12-04,,영업/정상,,,,1218.87,336-912,31547,의료법인 광덕의료재단 도고온천요양병원,요양병원(일반요양병원),I,시군구,2026-05-10 22:30:18,충청남도 아산시 도고면 온천대로 697,141,영업중,13,01,요양병원(일반요양병원),16,29,0415428118,193076.791587932    ,362665.326946746    ,충청남도 아산시 도고면 와산리 53번지 3호,101 122 120 301 306,"내과, 재활의학과, 가정의학과, 한방내과, 한방재활의학과",1218.87,2026-04-21 17:45:53
4520000,PHMA220134520031021200001,2013-05-03,,제외/삭제/전출,,,,231,336-857,,연세나무병원,병원,I,시군구,2026-05-10 22:30:15,충청남도 아산시 배방읍 고속철대로 69,40,전출,15,05,병원,3,22,0415370000,209536.776799444    ,365463.110659166    ,충청남도 아산시 배방읍 장재리 1782번지,106 105 122 116 109,"정형외과, 신경외과, 마취통증의학과, 영상의학과, 가정의학과",231,2020-02-21 16:47:52
4520000,PHMA220134520031021200002,2013-05-06,,폐업,2013-09-05,,,471.45,336-010,,온양요양병원,요양병원(일반요양병원),I,시군구,2026-05-10 22:30:14,충청남도 아산시 온천대로 1436-18 (온천동),100,폐업,03,03,요양병원(일반요양병원),1,16,0415346999,199785.964535107    ,364509.151629329    ,충청남도 아산시 온천동,101 104 122 120 105 308,"내과, 외과, 정형외과, 재활의학과, 가정의학과, 침구과",471.45,2013-09-05 11:30:59
4520000,PHMA220134520031021200003,2013-05-14,,영업/정상,,,,177.33,336-857,31470,의료법인 산울의료재단 스파인치과병원,치과병원,I,시군구,2026-05-10 22:30:15,"충청남도 아산시 배방읍 희망로46번길 19-3, 10층",0,영업중,13,01,치과병원,2,0,0415452875,209251.177135759    ,365276.260461879    ,충청남도 아산시 배방읍 장재리 1725번지,411 407 406 404 403,"치과보철과, 치과교정과, 치주과, 치과보존과, 예방치과",177.33,2026-02-13 14:15:51
4520000,PHMA220134520031021200004,2013-08-19,,영업/정상,,,,3156.58,,31551,아산유리의료재단 아산유리요양병원,요양병원(일반요양병원),I,시군구,2026-05-10 22:30:12,충청남도 아산시 도고면 도고면로 179,281,영업중,13,01,요양병원(일반요양병원),38,58,0415492100,189431.225655428    ,362435.704558698    ,,101 102 120 122 301 306 308,"내과, 신경과, 재활의학과, 가정의학과, 한방내과, 한방재활의학과, 침구과",3156.58,2026-03-30 11:46:08
4520000,PHMA220144520031021200002,2014-03-18,,영업/정상,,,,4500,,31573,의료법인 다솔의료재단 늘푸른요양병원,요양병원(일반요양병원),I,시군구,2026-05-10 22:30:17,충청남도 아산시 청운로 51 (온천동),238,영업중,13,01,요양병원(일반요양병원),32,42,0413605555,200454.532626848    ,364147.887650528    ,,308 306 301 122 120 110 104 102,"신경과, 외과, 산부인과, 재활의학과, 가정의학과, 한방내과, 한방재활의학과, 침구과",4500,2026-03-30 11:08:08
4520000,PHMA220154520031021200002,2015-06-19,,영업/정상,,,,1228.92,,31482,꿈크는아이병원,병원,I,시군구,2026-05-10 22:30:12,충청남도 아산시 배방읍 배방로13번길 13,52,영업중,13,01,병원,24,34,0415333391,204899.116222092    ,363846.590306251    ,충청남도 아산시 배방읍 공수리 1594번지,111,소아청소년과,1228.92,2026-04-07 16:03:12
4520000,PHMA220154520031021200003,2015-11-06,,영업/정상,,,,2483.02,,31470,신도시이진병원,병원,I,시군구,2026-05-10 22:30:17,"충청남도 아산시 배방읍 희망로46번길 45-9 (정주프라자, 지하1층, 2~5층)",54,영업중,13,01,병원,36,29,0415469800,209510.71           ,365374.975          ,,111,소아청소년과,2483.02,2026-03-31 11:26:16
4530000,PHMA219894530030021200001,1989-03-21,,영업/정상,,,,2929.32,356-030,32001,충청남도서산의료원,종합병원,I,시군구,2026-05-09 22:30:11,충청남도 서산시 중앙로 149 (석림동),278,영업중,13,01,종합병원,120,79,0416897000,152212.272028371    ,363927.763127842    ,충청남도 서산시 석림동 568번지 5호,412 411 410 409 408 407 406 405 404 403 402 125 122 119 116 115 113 112 111 110 109 108 106 105 104 103 102 101,"내과, 신경과, 정신건강의학과, 외과, 정형외과, 신경외과, 성형외과, 마취통증의학과, 산부인과, 소아청소년과, 안과, 이비인후과, 비뇨의학과, 영상의학과, 진단검사의학과, 가정의학과, 응급의학과, 구강악안면외과, 치과보철과, 치과교정과, 소아치과, 치주과, 치과보존과, 구강내과, 영상치의학과, 구강병리과, 예방치과, 통합치의학과",2929.32,2024-02-01 17:54:03
4530000,PHMA219984530030021200001,1998-08-29,,폐업,2015-09-01,,,3274.84,356-010,31993,한서대학교한방병원,한방병원,I,시군구,2026-05-09 22:30:11,충청남도 서산시 율지3로 31 (동문동),43,폐업,03,03,한방병원,1,0,0416601818,151992.650116782    ,364192.737616683    ,충청남도 서산시 동문동 233번지 4호,201 301 304 307 308 305 302 306 303,"구강악안면외과, 한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과",3274.84,2019-09-10 15:06:23
4530000,PHMA220064530030021200001,2006-03-03,,영업/정상,,,,6284.16,356-050,32010,서산중앙병원,종합병원,I,시군구,2026-05-09 22:30:11,충청남도 서산시 수석산업로 5 (수석동),299,영업중,13,01,종합병원,114,77,0416611000,155608.740657483    ,364604.712131131    ,충청남도 서산시 수석동 1번지 1호,402 125 122 120 119 116 115 111 110 109 106 105 104 102 101,"내과, 신경과, 외과, 정형외과, 신경외과, 마취통증의학과, 산부인과, 소아청소년과, 비뇨의학과, 영상의학과, 진단검사의학과, 재활의학과, 가정의학과, 응급의학과, 구강악안면외과",6284.16,2025-04-16 11:19:26
4530000,PHMA220084530030021200001,2008-07-01,,폐업,2021-02-01,,,1561.88,,32001,충청남도도립서산노인전문병원,요양병원(노인병원),I,시군구,2026-05-09 22:30:11,충청남도 서산시 중앙로 149 (석림동),49,폐업,03,03,요양병원(노인병원),11,9,0416897002,152212.272028371    ,363927.763127842    ,,301 122 120 109 106 104 102 101,"내과, 신경과, 외과, 신경외과, 마취통증의학과, 재활의학과, 가정의학과, 한방내과",1561.88,2022-05-11 15:54:30
4530000,PHMA220134530030021200001,2013-02-13,,폐업,2014-01-03,2013-12-01,2013-12-31,835.66,,,강남한방병원,한방병원,I,시군구,2026-05-09 22:30:11,충청남도 서산시 중앙로 10 (동문동),32,폐업,03,03,한방병원,2,8,0416667373,151064.405161885    ,364722.717388802    ,,308 301 302 303 305 306 304,"한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 침구과",835.66,2014-01-03 14:25:25
4530000,PHMA220234530030021200001,2023-03-06,,영업/정상,,,,3865.46,,31990,서산본병원,병원,I,시군구,2026-05-09 22:30:11,"충청남도 서산시 호수공원1로 34, 지하1~지상5층 (예천동)",80,영업중,13,01,병원,31,27,15995666,151025.722611884    ,363649.621468433    ,충청남도 서산시 예천동 25-2,116 109 106 105 101,"내과, 정형외과, 신경외과, 마취통증의학과, 영상의학과",3865.46,2026-04-16 16:32:03
4530000,PHMA220254530030021200001,2025-08-06,,영업/정상,,,,1521.48,,31991,서산365다담은한방병원,한방병원,I,시군구,2026-05-09 22:30:11,"충청남도 서산시 중앙로 82, 지하1층~3층, 5층 (동문동)",42,영업중,13,01,한방병원,12,13,0414290705,151624.176225102    ,364266.07664067     ,충청남도 서산시 동문동 274-20,308 307 306 305 304 303 302 301 122 120 115 111 110 109 103 102 101,"내과, 신경과, 정신건강의학과, 마취통증의학과, 산부인과, 소아청소년과, 비뇨의학과, 재활의학과, 가정의학과, 한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과",1521.48,2026-03-09 20:02:12
4540000,PHMA220244540026021200001,2024-08-26,,영업/정상,,,,1543.98,,32969,논산경희한방병원,한방병원,U,시군구,2026-04-02 03:03:03,"충청남도 논산시 중앙로 464, 논산타워 401-403,601-602호 (반월동)",58,영업중,13,01,한방병원,16,20,0417353535,207616.421564919    ,300437.62989623     ,충청남도 논산시 반월동 66-1 논산타워,308 307 306 305 304 303 302 301 122 116 101,"내과, 영상의학과, 가정의학과, 한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과",1543.98,2026-04-01 11:10:17
4540000,PHMA220114540026021200001,2011-10-31,,영업/정상,,,,2949.52,320-872,32913,성지하임병원,정신병원,I,시군구,2026-03-20 22:30:01,충청남도 논산시 연산면 한전2길 52,161,영업중,13,01,정신병원,8,27,0417349100,216597.739258596    ,300536.753920728    ,충청남도 논산시 연산면 한전리 337번지 11호,103,정신건강의학과,2949.52,2026-03-19 21:13:20
4540000,PHMA220084540026021200004,2008-12-23,,영업/정상,,,,908.46,,32913,의료법인예향의료재단예향요양병원,요양병원(일반요양병원),I,시군구,2026-03-10 22:30:22,충청남도 논산시 연산면 한전2길 49-26,146,영업중,13,01,요양병원(일반요양병원),19,36,0417367584,216728.540660113    ,300342.778249368    ,,101 104 122 301,"내과, 외과, 가정의학과, 한방내과",908.46,2025-01-21 11:11:39
4540000,PHMA220084540026021200003,2008-06-16,,영업/정상,,,,4301.8,320-010,32962,논산하나요양병원,요양병원(일반요양병원),I,시군구,2026-03-10 22:30:32,충청남도 논산시 생뫼길 20 (강산동),233,영업중,13,01,요양병원(일반요양병원),33,42,0417346700,207996.797401194    ,298486.029233578    ,충청남도 논산시 강산동 292번지,301 120 114 111 102 101,"내과, 신경과, 소아청소년과, 피부과, 재활의학과, 한방내과",4301.8,2025-07-02 11:46:48
4540000,PHMA220074540026021200002,2007-05-08,,영업/정상,,,,2298.31,,33008,연무요양병원,요양병원(일반요양병원),U,시군구,2026-04-29 03:03:03,충청남도 논산시 연무읍 동안로888번길 5,127,영업중,13,01,요양병원(일반요양병원),19,31,0417415552,209196.242267268    ,292458.030494287    ,,101 102 104 105 106 110 113 122 301,"내과, 신경과, 외과, 정형외과, 신경외과, 산부인과, 이비인후과, 가정의학과, 한방내과",2298.31,2026-04-28 13:17:59
4540000,PHMA220084540026021200001,2008-01-10,,영업/정상,,,,2274.4,320-902,32930,라파엘 요양병원,요양병원(일반요양병원),I,시군구,2026-03-10 22:30:25,충청남도 논산시 강경읍 대흥로 45-1,126,영업중,13,01,요양병원(일반요양병원),9,19,0417456771,201008.65363318     ,295214.828817326    ,충청남도 논산시 강경읍 황산리 33번지 1호,101 104 105 111 114 115 120 116 119 301 302 303 308,"내과, 외과, 정형외과, 소아청소년과, 피부과, 비뇨의학과, 영상의학과, 진단검사의학과, 재활의학과, 한방내과, 한방부인과, 한방소아과, 침구과",2274.4,2025-06-24 11:10:33
4540000,PHMA220084540026021200002,2008-04-03,,영업/정상,,,,2849.75,,32977,논산사랑요양병원,요양병원(일반요양병원),I,시군구,2026-03-10 22:30:29,충청남도 논산시 시민로331번길 5(취암동),193,영업중,13,01,요양병원(일반요양병원),19,38,0417330300,208029.703152856    ,299307.944913287    ,충청남도 논산시 취암동 914,301 122 105 104 102 101,"내과, 신경과, 외과, 정형외과, 가정의학과, 한방내과",2849.75,2026-03-09 17:27:20
4540000,PHMA220074540026021200001,2007-01-02,,폐업,2020-12-09,2018-06-30,2020-12-31,200,320-944,32926,민들레요양병원,요양병원(일반요양병원),I,시군구,2026-03-10 22:30:16,충청남도 논산시 성동면 논산평야로 370-10,246,폐업,03,03,요양병원(일반요양병원),16,39,0417338500,205515.527605305    ,301714.773164011    ,충청남도 논산시 성동면 정지리 15번지,306 122 110,"산부인과, 가정의학과, 한방재활의학과",200,2020-12-11 15:44:56
4540000,PHMA220064540026021200001,2006-01-11,,영업/정상,,,,3424.05,320-804,32980,논산시립노인전문병원,요양병원(일반요양병원),I,시군구,2026-03-10 22:30:42,충청남도 논산시 시민로294번길 11 (취암동),116,영업중,13,01,요양병원(일반요양병원),15,18,0417349911,208335.341792497    ,299131.841547856    ,충청남도 논산시 취암동 516번지 8호,306 305 301 120 102,"신경과, 재활의학과, 한방내과, 한방신경정신과, 한방재활의학과",3424.05,2024-08-23 11:12:22
4540000,PHMA219944540026021200001,1994-06-11,,영업/정상,,,,3078,,33012,육군훈련소 지구병원,병원,I,시군구,2026-03-10 22:30:13,충청남도 논산시 연무읍 득안대로 450-8 (주거환경개선사업),100,영업중,13,01,병원,16,12,0417407814,208901.193253118    ,290034.564021898    ,충청남도 논산시 연무읍 죽평리 사서함76-16,101 104 105 112 106 107 114 115 113 106 119 109 401,"내과, 외과, 정형외과, 신경외과, 심장혈관흉부외과, 마취통증의학과, 안과, 이비인후과, 피부과, 비뇨의학과, 진단검사의학과, 치과",3078,2021-03-02 10:06:51
4550000,PHMA220054550041021200001,2005-09-09,,영업/정상,,,,3644.8,312-852,32753,금산효사랑요양병원,요양병원(일반요양병원),I,시군구,2026-05-10 22:30:11,충청남도 금산군 남일면 무금로 2145,178,영업중,13,01,요양병원(일반요양병원),26,40,0417512111,245463.139622148    ,287037.039558525    ,충청남도 금산군 남일면 황풍리 343번지 6호,308 307 305 304 303 302 301 122 106 105 104 101,"내과, 외과, 정형외과, 신경외과, 가정의학과, 한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 사상체질과, 침구과",3644.8,2024-08-27 13:36:18
4550000,PHMA220004550041021200001,2000-03-08,,영업/정상,,,,2155,,32738,새금산병원,병원,I,시군구,2026-05-10 22:30:12,충청남도 금산군 금산읍 비단로 183,61,영업중,13,01,병원,11,10,0417548272,244621.167621532    ,289395.801353524    ,,101 104 105 106 109 111 116 120 122 125,"내과, 외과, 정형외과, 신경외과, 마취통증의학과, 소아청소년과, 영상의학과, 재활의학과, 가정의학과, 응급의학과",2155,2025-04-11 13:39:26
4550000,PHMA219884550041021200001,1988-05-20,,폐업,2013-03-29,,,4579,312-802,,학교법인금산을지병원,병원,I,시군구,2026-05-10 22:30:10,,255,폐업,03,03,병원,5,40,0417528883,,,충청남도 금산군 금산읍 상리 232-3,101 105 109 110 125 111 116 122,"내과, 정형외과, 마취통증의학과, 산부인과, 소아청소년과, 영상의학과, 가정의학과, 응급의학과",4579,2013-03-29 17:05:00
4550000,PHMA220074550041021200003,2007-10-13,,영업/정상,,,,3653,312-806,32738,새금산요양병원,요양병원(일반요양병원),I,시군구,2026-05-10 22:30:12,충청남도 금산군 금산읍 비단로 183,140,영업중,13,01,요양병원(일반요양병원),15,22,0417540060,244621.167621532    ,289395.801353524    ,충청남도 금산군 금산읍 중도리 56번지 12호,307 303 302 301 115 114 112 111 106 105 104,"외과, 정형외과, 신경외과, 소아청소년과, 안과, 피부과, 비뇨의학과, 한방내과, 한방부인과, 한방소아과, 사상체질과",3653,2019-01-02 15:43:28
4550000,PHMA220074550041021200001,2007-09-14,,취소/말소/만료/정지/중지,2024-04-16,,,1038.41,312-802,32738,의료법인예은의료재단편안요양병원,요양병원(일반요양병원),I,시군구,2026-05-10 22:30:11,충청남도 금산군 금산읍 인삼로 71,106,직권폐업,24,04,요양병원(일반요양병원),11,15,0417510014,244021.603401079    ,289303.545795762    ,충청남도 금산군 금산읍 상리 100번지,122 114 106 105 104 101,"내과, 외과, 정형외과, 신경외과, 피부과, 가정의학과",1038.41,2024-04-16 16:38:30
4570000,PHMA220074570019021200001,2007-09-21,,영업/정상,,,,3178.07,,33169,학교법인 건양교육재단 건양대학교부여병원,병원,I,시군구,2026-05-09 22:30:11,충청남도 부여군 부여읍 계백로 200,74,영업중,13,01,병원,20,18,0418371200,191078.477524837    ,308321.968276676    ,,101 104 105 109 110 111 116 120 122,"내과, 외과, 정형외과, 마취통증의학과, 산부인과, 소아청소년과, 영상의학과, 재활의학과, 가정의학과",3178.07,2024-12-16 16:40:16
4570000,PHMA219744570019021200001,1974-04-03,,폐업,2019-02-28,,,1682.7,323-805,33151,성요셉병원,병원,I,시군구,2026-05-09 22:30:11,충청남도 부여군 부여읍 사비로 78,52,폐업,03,03,병원,3,19,0418357582,191919.526673816    ,308760.881568978    ,충청남도 부여군 부여읍 구아리 261번지  (사비로 78),122 101,"내과, 가정의학과",1682.7,2019-02-25 17:04:16
4570000,PHMA219984570019021200001,1998-11-11,,영업/정상,,,,4918.9,,33121,부여노인전문병원,요양병원(일반요양병원),I,시군구,2026-05-09 22:30:11,충청남도 부여군 규암면 반산로 39,231,영업중,13,01,요양병원(일반요양병원),25,68,0418361985,188193.728227844    ,308322.42757583     ,충청남도 부여군 규암면 반산리 254번지 1호,308 307 306 305 304 301 122 120 114 109 106 105 104 103 102 101,"내과, 신경과, 정신건강의학과, 외과, 정형외과, 신경외과, 마취통증의학과, 피부과, 재활의학과, 가정의학과, 한방내과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과",4918.9,2025-04-28 13:08:09
4570000,PHMA220034570019021200001,2003-06-09,,영업/정상,,,,3435.2,,33128,부여청담병원,정신병원,I,시군구,2026-05-09 22:30:11,충청남도 부여군 부여읍 삼충로648번길 41,194,영업중,13,01,정신병원,11,37,0418332089,197980.115992036    ,314210.498794749    ,충청남도 부여군 부여읍 신정리 404-2,103,정신건강의학과,3435.2,2026-01-08 21:43:20
4570000,PHMA220054570019021200001,2005-05-13,,영업/정상,,,,2162.97,,33182,의료법인부여의료재단 부여다사랑병원,정신병원,I,시군구,2026-05-09 22:30:11,충청남도 부여군 장암면 충절로1713번길 16,182,영업중,13,01,정신병원,12,44,0418327261,188196.301272307    ,303126.198739241    ,충청남도 부여군 장암면 합곡리 330,121 111 103 101,"내과, 정신건강의학과, 소아청소년과, 결핵과",2162.97,2026-04-17 03:13:21
4570000,PHMA220044570019021200001,2004-03-31,,폐업,2010-07-27,,,1512.96,,,힐링가든노인전문병원,요양병원(노인병원),I,시군구,2026-05-09 22:30:11,,71,폐업,03,03,요양병원(노인병원),3,17,0418377575,,,충청남도 부여군 임천면 비정리 72-1,101 122 102 120,"내과, 신경과, 재활의학과, 가정의학과",1512.96,2010-07-27 16:31:12
4570000,PHMA220114570019021200001,2011-04-04,,영업/정상,,,,3482.41,323-807,33128,의료법인연화의료재단 부여요양병원,요양병원(일반요양병원),I,시군구,2026-05-09 22:30:11,충청남도 부여군 부여읍 삼충로 776,150,영업중,13,01,요양병원(일반요양병원),15,31,0418337200,198796.034556268    ,314424.597036248    ,충청남도 부여군 부여읍 저석리 23번지 6호  외 1필지,301 122 115,"비뇨의학과, 가정의학과, 한방내과",3482.41,2025-09-03 10:08:52
4570000,PHMA220104570019021200001,2010-05-26,,폐업,2011-01-28,,,611.53,323-807,,덕성요양병원,요양병원(일반요양병원),I,시군구,2026-05-09 22:30:11,충청남도 부여군 부여읍 삼충로 776,66,폐업,03,03,요양병원(일반요양병원),5,0,0418337200,198796.034556268    ,314424.597036248    ,충청남도 부여군 부여읍 저석리 23번지 6호,122 119 110,"산부인과, 진단검사의학과, 가정의학과",611.53,2011-01-28 18:06:40
4570000,PHMA220074570019021200002,2007-12-28,,영업/정상,,,,1962,,33173,부여효요양병원,요양병원(일반요양병원),I,시군구,2026-05-09 22:30:11,충청남도 부여군 초촌면 소호로 71,148,영업중,13,01,요양병원(일반요양병원),15,29,0418345114,204350.574986941    ,307205.870628292    ,충청남도 부여군 초촌면 소사리 465-2,301 122 120 105 104 102 101,"내과, 신경과, 외과, 정형외과, 재활의학과, 가정의학과, 한방내과",1962,2022-12-12 16:38:10
4570000,PHMA220084570019021200001,2008-07-21,,폐업,2008-10-06,,,714.22,,,부여덕성병원,병원,I,시군구,2026-05-09 22:30:11,,50,폐업,03,03,병원,1,17,,,,충청남도 부여군 부여읍 저석리 23-6,101 104 109 114 103 111,"내과, 정신건강의학과, 외과, 마취통증의학과, 소아청소년과, 피부과",714.22,2008-12-11 13:23:23
