노선정보그룹,노선정보설명,전체노선길이,회차지순번,출발정류장,도착정류장,데이터 기준일
288000872,501번_09월30일,67725,130,288010468,288010468,2025-09-01
288000921,22번_10월26일,45446,68,288000761,288010624,2025-09-01
288000926,971번_10월31일,68279,153,288000489,288000498,2025-09-01
288000927,700번_10월31일,51271,100,288000489,288000498,2025-09-01
288000928,701번_10월10일,54820,106,288000489,288000498,2025-09-01
288000929,53-1번(11월18일),40971,51,288000612,288001979,2025-09-01
288000930,53-2번_11월18일,31908,47,288000612,288000635,2025-09-01
288000931,54-1번_11월18일,46890,60,288000612,288001979,2025-09-01
288000932,60번_11월18일,42692,68,288000715,288010624,2025-09-01
288000933,62번_11월18일,56050,94,288000715,288000761,2025-09-01
288000934,62번_11월18일,60357,93,288000715,288010624,2025-09-01
288000935,64번_11월18일,66578,109,288000715,288010624,2025-09-01
288000936,63-1번_11월18일,60786,98,288000715,288010624,2025-09-01
288000937,63-2번_11월18일,55171,88,288000715,288010624,2025-09-01
288000938,63-3번_11월18일,56500,90,288000715,288010624,2025-09-01
288000939,64-1번_11월18일,67863,107,288000715,288010624,2025-09-01
288000940,65번_11월18일,61063,89,288000715,288010624,2025-09-01
288000943,622번_11월16일,54236,73,288000729,288000732,2025-09-01
288000944,612번_11월16일,68789,111,288001545,288000448,2025-09-01
288000945,614번_11월16일,75692,111,288000448,288001545,2025-09-01
288000946,622번_11월16일,53592,74,288000729,288000732,2025-09-01
288000947,621번_11월16일,51384,73,288000729,288000732,2025-09-01
288000967,503번_17년01월20일,65763,114,288010385,288010483,2025-09-01
288000968,50번_1월20일,20788,21,288001156,288001155,2025-09-01
288000973,02_09_502번 ,43134,188,288001156,288001155,2025-09-01
288000976,0210_50번,20788,20,288001156,288001155,2025-09-01
288000977,02월10일 50번,20414,23,288001156,288001155,2025-09-01
288000993,60-1번_02월18일적용,18436,26,288000612,288001979,2025-09-01
288000994,50번_02월18일적용,19537,24,288001156,288001155,2025-09-01
288000996,23번_03월03일,6924,23,288000502,288000403,2025-09-01
288001048,170601_340번 정류장수정,19544,63,288000351,288000761,2025-09-01
288001049,170601_501번 노선수정,67690,133,288010468,288010468,2025-09-01
288001050,170601_502번 노선수정,43189,87,288001156,288001155,2025-09-01
288001051,170601_503번 노선수정,65726,117,288010385,288010483,2025-09-01
288001052,170601_500번 노선수정,56811,119,288010468,288010468,2025-09-01
288001064,16번_07월14일,49972,79,288000761,288010624,2025-09-01
288001065,16-1번_07월14일,60572,86,288000761,288010624,2025-09-01
288001066,,16909,84,288000862,288000875,2025-09-01
288001067,0811_7번노선수정,21750,40,288010057,288010413,2025-09-01
288001096,60번수정_0901노선개편,42799,69,288000715,288010624,2025-09-01
288001097,62번수정_0901노선개편,55550,96,288000715,288000761,2025-09-01
288001098,63번수정_0901노선개편,60357,94,288000715,288010624,2025-09-01
288001099,63-1번수정_0901노선개편,59685,99,288000715,288010624,2025-09-01
288001100,63-2번수정_0901노선개편,55171,89,288000715,288010624,2025-09-01
288001101,63-3번수정_0901노선개편,56500,91,288000715,288010624,2025-09-01
288001102,64번수정_0901노선개편,66834,103,288000715,288010624,2025-09-01
288001103,64-1번수정_0901노선개편,69404,100,288000715,288010624,2025-09-01
288001104,64-1번수정_0901노선개편,60563,91,288000715,288010624,2025-09-01
288001114,520번 수정_0901,25844,68,288010658,288010659,2025-09-01
288001115,778번 수정_0901,68610,193,288000489,288000498,2025-09-01
288001116,400번수정_0901,21510,54,288010167,288010168,2025-09-01
288001124,779_0911 노선변경,18691,77,288001547,288001603,2025-09-01
288001125,778_0911 노선변경,31270,60,288002022,288002022,2025-09-01
288001187,0919_351 정류장 수정,18024,41,288000761,288010624,2025-09-01
288001188,0919_352 정류장수정,31543,119,288000761,288010624,2025-09-01
288001189,9월19일_351번,18016,41,288000761,288010624,2025-09-01
288001252,1120_30 노선거리수정,16962,26,288002087,288002088,2025-09-01
288001253,1120_32번 노선거리수정,25571,50,288010678,288010677,2025-09-01
288001254,1120_777번 거리수정,49282,80,288001074,288001054,2025-09-01
288001317,0117_42 정류장수정,69007,132,288000715,288010624,2025-09-01
288001318,0117_42-1 정류장수정,70231,135,288000715,288010624,2025-09-01
288001319,0117_43-1 정류장수정,29760,127,288000715,288010673,2025-09-01
288001336,0201_910 아 > 천 정류장수정,20548,129,288000762,285010125,2025-09-01
288001366,0316_41 노선개편 종점연장,48299,92,288000761,288010624,2025-09-01
288001367,0316_42 노선개편 노선단축,60836,124,288000761,288010624,2025-09-01
288001368,0316_57 노선개편 경로변경,17402,40,288001155,288001156,2025-09-01
288001369,0316_47 노선개편 신설,48231,113,288000761,288010624,2025-09-01
288001370,,35715,100,288000489,288000498,2025-09-01
288001371,3월7일_620번,53455,73,288000729,288000732,2025-09-01
288000617,20번_노선수정(3월14일),22701,34,288010440,288010440,2025-09-01
288000636,350번_노선수정(4월4일),31509,51,288000761,288000715,2025-09-01
288000637,352번_노선수정(4월4일),32473,61,288000761,288000715,2025-09-01
288000766,3번_07월14일,12647,38,288000931,288010003,2025-09-01
288000767,52번_07월14일,33646,38,288000612,288000637,2025-09-01
288000768,53번_07월14일,39711,48,288000612,288000637,2025-09-01
288000769,54번_07월14일,46648,53,288000612,288000637,2025-09-01
288000770,60번_07월14일,18006,21,288000612,288000637,2025-09-01
288000771,510번_07월14일,76886,128,288010468,288010468,2025-09-01
288000772,511번_07월14일,62630,99,288010468,288010468,2025-09-01
288000773,512번_07월14일,82332,135,288010468,288010468,2025-09-01
288000774,600번_07월14일,73123,107,288001472,288001473,2025-09-01
288000775,601번_07월14일,68459,98,288001468,288001469,2025-09-01
288000776,610번_07월14일,70811,123,288001545,288000448,2025-09-01
288000777,611번_07월14일,69115,121,288001545,288000448,2025-09-01
288000778,612번_07월14일,69062,110,288001545,288000448,2025-09-01
288000779,613번_07월14일,82525,134,288000448,288001545,2025-09-01
288000780,614번_07월14일,75943,111,288000448,288001545,2025-09-01
288000783,17번_07월19일,51739,91,288000761,288000715,2025-09-01
288000784,18번_07월19일,52718,81,288000761,288000715,2025-09-01
288000785,19번_07월19일,59730,87,288000761,288000715,2025-09-01
288000786,20번_07월19일,63492,105,288000761,288000715,2025-09-01
288000787,21번_07월19일,38456,59,288000761,288000715,2025-09-01
288000788,22번_07월19일,45400,70,288000761,288000715,2025-09-01
288000805,17-1번_7월21일,41241,63,288000761,288000715,2025-09-01
288000823,52번_8월22일,33053,37,288000612,288001979,2025-09-01
288000824,200번_8월22일,28967,56,288001156,288001155,2025-09-01
288000975,,42798,134,288000612,288000637,2025-09-01
288001008,3월23일지우개1번노선수정,7568,44,288010039,288000752,2025-09-01
288001009,170323 14번수정,14171,38,288010271,288000526,2025-09-01
288001010,52번_03월27일,32538,38,288000612,288001979,2025-09-01
288001011,62번_03월27일,55550,95,288000715,288000761,2025-09-01
288001012,500번_03월27일,56811,119,288010468,288010468,2025-09-01
288001013,240번_03월27일,53994,108,288000489,288000498,2025-09-01
288001014,503번_03월27일,65739,116,288010385,288010483,2025-09-01
288001015,501번_03월27일,67701,132,288010468,288010468,2025-09-01
288001016,502번_03월27일,43284,87,288001156,288001155,2025-09-01
288001017,65번_03월27일,60563,90,288000715,288010624,2025-09-01
288001019,17/03/30 510번 노선 수정,75669,128,288010468,288010468,2025-09-01
288001020,17/03/30 511번 노선 수정,59239,91,288010468,288010468,2025-09-01
288001021,17/03/30 512번 노선 수정,81115,137,288010468,288010468,2025-09-01
288001022,17/03/30 601번 노선 수정,67418,98,288001468,288001469,2025-09-01
288001023,17/03/30 610번 노선 수정,69770,123,288001545,288000448,2025-09-01
288001024,17/03/30 611번 노선 수정,68052,121,288001545,288000448,2025-09-01
288001025,17/03/30 612번 노선 수정,67940,111,288001545,288000448,2025-09-01
288001026,17년 3월 30일 613번 노선 수정,81484,134,288000448,288001545,2025-09-01
288001027,17년 03월30일 614번 노선수정,74930,111,288000448,288001545,2025-09-01
288001028,17년 03월30일 620번 노선수정,53387,73,288000729,288000732,2025-09-01
288001029,17년 03월30일 621번 노선수정,50535,73,288000729,288000732,2025-09-01
288001030,17년 03월30일 622번 노선수정,48642,69,288000729,288000732,2025-09-01
288001031,17년 03월30일 622번 노선수정,72082,107,288001472,288001473,2025-09-01
288001036,510번_04월07일,75669,129,288010468,288010468,2025-09-01
288001037,511번_04월07일,59239,92,288010468,288010468,2025-09-01
288001038,512번_04월07일,81115,138,288010468,288010468,2025-09-01
288001043,20170413_순환4 정류장수정,22305,97,288000131,285001693,2025-09-01
288001053,971번_06월12일,67299,156,288000489,288000498,2025-09-01
288001054,07월04일_350번,31451,55,288000761,288000715,2025-09-01
288001063,0706_850번 정류장추가,16774,47,288000489,288000498,2025-09-01
288001113,43-1_경로오류 수정,45772,1,288000715,288010673,2025-09-01
288001117,779_0901신설,27963,157,288001547,288000498,2025-09-01
288001118,86번_0901추가수정,9867,52,288010672,288010021,2025-09-01
288001120,41-1 0905 노선경로 수정,52989,103,288000715,288010624,2025-09-01
288001121,43-1 0905 노선경로수정,45981,164,288000715,288010673,2025-09-01
288001122,46 0905 노선수정 ,55590,113,288000715,288010624,2025-09-01
288001192,9월20일_990번,58083,150,288002127,288002128,2025-09-01
288001193,9월20일_991번,46375,115,288010663,288010664,2025-09-01
288001195,0921_41 보건소 정류장 삭제,50436,91,288000715,288010624,2025-09-01
288001196,0921_41-1 정류장삭제,52866,103,288000715,288010624,2025-09-01
288001197,0921_42 정류장삭제,69143,130,288000715,288010624,2025-09-01
288001198,0921_42-1 정류장삭제,70367,133,288000715,288010624,2025-09-01
288001199,0921_43 정류장삭제,68587,123,288000715,288010624,2025-09-01
288001200,0921_43-1 정류장삭제,42575,161,288000715,288010673,2025-09-01
288001201,0921_45 정류장삭제,29215,100,288010674,288010624,2025-09-01
288001202,0921_46 정류장삭제,55467,113,288000715,288010624,2025-09-01
288001203,0921_60 정류장삭제,42676,69,288000715,288010624,2025-09-01
288001204,0921_62 정류장 삭제,27149,96,288000715,288000829,2025-09-01
288001205,0921_63 정류장 삭제,60234,94,288000715,288010624,2025-09-01
288001206,0921_63-1 정류장삭제,59562,99,288000715,288010624,2025-09-01
288001207,0921_63-2 정류장삭제,55048,89,288000715,288010624,2025-09-01
288001208,0921_63-3 정류장삭제,56377,91,288000715,288010624,2025-09-01
288001209,0921_64 정류장삭제,66711,103,288000715,288010624,2025-09-01
288001210,0921_64-1 정류장삭제,69281,100,288000715,288010624,2025-09-01
288001211,0921_65 정류장삭제,60440,89,288000715,288010624,2025-09-01
288001212,9월21일_911번,19315,96,285000686,288000715,2025-09-01
288001225,990번_10월10일,58053,150,288002127,288002128,2025-09-01
288001226,850번_10월10일,16706,46,288000489,288000498,2025-09-01
288001232,1101_43번 정류장 위치변경,68822,124,288000715,288010624,2025-09-01
288001233,1101_43-1번 정류장위치변경,29760,127,288000715,288010673,2025-09-01
288001234,1101_45번 정류장위치 수정,29332,101,288010674,288010624,2025-09-01
288001244,11월20일_920_기점변경,26601,129,285010014,288001496,2025-09-01
288001245,11월20일_810번,39851,98,288000762,288000715,2025-09-01
288001246,11월20일_820번,34953,85,288000762,288000715,2025-09-01
288001247,11월20일_921번,21283,102,285010014,288000715,2025-09-01
288001326,45번_1월19일,29190,106,288010674,288010624,2025-09-01
288001327,46번_1월19일,52351,110,288000761,288010624,2025-09-01
288001332,0123_58 정류장수정,13828,49,288001014,288001155,2025-09-01
288001334,0131_900 아-천 0201노선개편,18846,90,288000762,285010125,2025-09-01
288001335,0131_900 천-아 0201노선개편,20432,95,285000686,288000715,2025-09-01
288001372,3월07일_621번,50603,73,288000729,288000732,2025-09-01
288000606,900_노선수정(3월11일),24444,113,285000686,288001496,2025-09-01
288000607,900_아->천(3월11일),25365,120,288001496,285000686,2025-09-01
288000608,901_아->천(3월11일),21504,99,288000762,285000686,2025-09-01
288000609,901_천->아(3월11일),20423,94,285000686,288000715,2025-09-01
288000610,910_아->천(3월11일),26625,118,288001496,285000686,2025-09-01
288000611,910_천->아(3월11일),26040,115,285000686,288001496,2025-09-01
288000612,911_아->천(3월11일),19998,98,288000762,285000686,2025-09-01
288000613,911_천->아(3월11일),19151,91,285000686,288000715,2025-09-01
288000614,920_천->아(3월11일),27140,125,285000685,288001496,2025-09-01
288000615,921_아->천(3월11일),20220,92,288000762,285000685,2025-09-01
288000616,931_천->아(3월11일),20583,94,285000686,288000715,2025-09-01
288000746,17번_7월1일,51664,91,288000762,288000715,2025-09-01
288000747,18번_7월1일개편,52583,81,288000762,288000715,2025-09-01
288000748,19번_7월1일개편,59655,87,288000762,288000715,2025-09-01
288000749,20번_7월1일개편,63417,105,288000762,288000715,2025-09-01
288000750,21번_7월1일개편,38381,59,288000762,288000715,2025-09-01
288000751,22번_7월1일개편,45325,69,288000762,288000715,2025-09-01
288000760,16-1번_20160705,59893,86,288000762,288000715,2025-09-01
288000811,3번_8월18일,12722,39,288000931,288010003,2025-09-01
288000848,200번_8월24일,28632,57,288001156,288001155,2025-09-01
288000849,201번_8월24일,30523,60,288001156,288001155,2025-09-01
288000850,220번_8월24일,23580,43,288001113,288001114,2025-09-01
288000851,240번_8월24일,54024,105,288000489,288000498,2025-09-01
288000852,503번_8월24일,65796,113,288010385,288010483,2025-09-01
288000853,52번_8월24일,33053,38,288000612,288001979,2025-09-01
288000854,54번_8월24일,44320,58,288000612,288001979,2025-09-01
285000016,천안아산역 방면,14940,77,285000640,285002022,2025-09-01
285000010,천안아산역 방면,13189,62,285000640,285002022,2025-09-01
285000014,직산대림아파트 방면,14671,1,285002022,285002022,2025-09-01
285000011,단대병원 방면,13518,0,285002022,285001715,2025-09-01
285000015,천안아산역 방면,14496,76,285000960,285002022,2025-09-01
285000017,단대병원 방면,14725,4,285002022,285001715,2025-09-01
288000864,352번_9월1일,32473,61,288000761,288000715,2025-09-01
288000902,18번_10월10일,52764,81,288000761,288010624,2025-09-01
288000903,100번_10월10일,26699,63,288000489,288000498,2025-09-01
288000904,16번_10월11일,50211,81,288000761,288010624,2025-09-01
288000905,16-1번_10월11일,60811,87,288000761,288010624,2025-09-01
288000906,17번_10월11일,51785,91,288000761,288010624,2025-09-01
288000907,17-1번_10월11일,41287,63,288000761,288010624,2025-09-01
288000908,19번_10월11일,60620,96,288000761,288010624,2025-09-01
288000909,20번_10월11일,64382,113,288000761,288010624,2025-09-01
288000910,21번_10월11일,38502,56,288000761,288010624,2025-09-01
288000911,22번_10월11일,45446,63,288000761,288010624,2025-09-01
288000913,7번_10월14일,21964,40,288010057,288010413,2025-09-01
288000914,11번_10월14일,40324,57,288001942,288001943,2025-09-01
288000915,401번_10월14일,59268,103,288000448,288001545,2025-09-01
288000916,410번_10월14일,58007,102,288010167,288010168,2025-09-01
288000917,430번_10월14일,38828,76,288010167,288010168,2025-09-01
288000918,441번_10월14일,45925,92,288010167,288010168,2025-09-01
288000919,450번_10월14일,54644,96,288010167,288010168,2025-09-01
288000920,451번_10월14일,64671,111,288010167,288010168,2025-09-01
288000941,53번_11월11일,38911,49,288000612,288001979,2025-09-01
288000950,62번_11월18일,56050,94,288000715,288000761,2025-09-01
288000951,622번_11월18일,49094,69,288000729,288000732,2025-09-01
288000952,60번_11월18일,42799,68,288000715,288010624,2025-09-01
285000204,휴대2리 방면,8790,13,285000686,285001413,2025-09-01
285000205,종합터미널 방면,16495,62,285001413,285010125,2025-09-01
288000962,230번_12월13일,30996,44,288001994,288001993,2025-09-01
288000963,64-1번_12월16일,69586,99,288000715,288010624,2025-09-01
288000964,,42798,134,288000612,288000637,2025-09-01
288000965,511번_12월 29일,62406,89,288010468,288010468,2025-09-01
288000966,511_12월29일,59786,91,288010468,288010468,2025-09-01
288000979,502번_TEST_02월16일,43134,84,288001156,288001155,2025-09-01
288000999,33번_03월11일,8332,50,288001947,288010639,2025-09-01
288001081,30번 신규,16962,26,288002087,288002088,2025-09-01
288001082,46번 신규,55174,109,288000715,288010624,2025-09-01
288001083,650 노선수정,27760,55,288000489,288000498,2025-09-01
288001084,81-1 신설,7110,39,288010021,288010004,2025-09-01
288001157,32번_0915 상하행수정,25963,52,288000407,288000395,2025-09-01
288001158,80_0915 노선수정,25843,62,288000960,288000964,2025-09-01
288001159,81_0915 노선수정,22944,62,288000960,288000964,2025-09-01
288001160,80-1_0915 정류장 수정,8491,42,288000931,288010004,2025-09-01
288001161,81-1_0915 정류장수정,7110,38,288010021,288010004,2025-09-01
288001162,86_0915 노선수정,9241,39,288010672,288010021,2025-09-01
288001214,41-1번_9월27일,52823,101,288000715,288010624,2025-09-01
288001215,0927_710 노선수정,30551,104,288000489,288000498,2025-09-01
288001255,1121_810 노선거리수정,39848,98,288000762,288000715,2025-09-01
288001256,1121_820 노선거리 수정,34950,85,288000762,288000715,2025-09-01
288001257,1121_80 노선거리수정,25840,62,288000960,288000964,2025-09-01
288001258,1121_43 노선거리수정,68864,124,288000715,288010624,2025-09-01
288001259,1121_43-1 노선거리수정,29760,127,288000715,288010673,2025-09-01
288001260,1121_81 노선거리수정,22944,63,288000960,288000964,2025-09-01
288001261,1121_86 노선거리수정,9227,49,288010672,288010688,2025-09-01
288001262,1121_520 정류장삭제 및 추가,25783,67,288010658,288010659,2025-09-01
288001263,1121_200 정류장삭제,28571,57,288001156,288001155,2025-09-01
288001264,1121_201 정류장삭제,30462,60,288001156,288001155,2025-09-01
288001281,1208_정차정류장변경,45037,95,288000448,288001545,2025-09-01
288001282,1208_403 정차정류장변경,37551,101,288000448,288001545,2025-09-01
288001283,1208_404 정차정류장변경,35510,119,288000448,288001545,2025-09-01
288001286,0104_41번 정류장수정,50436,91,288000715,288010624,2025-09-01
288001333,0129_660번 0201 노선개편,6183,33,288001496,288000761,2025-09-01
288001337,0202_910 아>천 정류장수정,20548,132,288000762,285010125,2025-09-01
288001338,0202_910 노선정류장 추가,20858,110,285000686,288000715,2025-09-01
288001373,3월7일_622번,48660,69,288000729,288000732,2025-09-01
288001374,3월7일_820번,34783,85,288000762,288000715,2025-09-01
288001375,3월7일_80번,25855,63,288000960,288000964,2025-09-01
288001376,3월8일_610번,69714,127,288001545,288000448,2025-09-01
288001377,3월8일_611번,67995,125,288001545,288000448,2025-09-01
288001378,3월8일_612번,67916,114,288001545,288000448,2025-09-01
288001379,3월8일_613번,81451,138,288000448,288001545,2025-09-01
288001380,3월8일_614번,74885,113,288000448,288001545,2025-09-01
288001381,0313_172 상행노선(상하행분리),19060,101,288000489,288001637,2025-09-01
288001382,0313_172 하행(상하행분리),17239,96,288000915,288000498,2025-09-01
288001383,172번_하행_0314_오정test,17239,96,288000915,288000498,2025-09-01
288000598,2,7818,38,288001541,288010038,2025-09-01
288000674,660번_노선수정(4월11일),4492,22,288000958,288000761,2025-09-01
288000729,16-1_20160614,30804,50,288010440,288010440,2025-09-01
288000761,80번_07월06일,29127,51,288000960,288000964,2025-09-01
288000797,600번_7월20일,72931,107,288001472,288001473,2025-09-01
288000798,601번_7월20일,68267,98,288001468,288001469,2025-09-01
288000799,610번_7월20일,70619,123,288001545,288000448,2025-09-01
288000800,611번_7월20일,68923,121,288001545,288000448,2025-09-01
288000801,612번_7월20일,68870,110,288001545,288000448,2025-09-01
288000802,613번_7월20일,82333,134,288000448,288001545,2025-09-01
288000803,614번_7월20일,75751,111,288000448,288001545,2025-09-01
288000804,615번_7월20일,16264,69,288000635,288000498,2025-09-01
288000810,80번_8월16일,29934,51,288000960,288000964,2025-09-01
288000825,200qjs_8월23일,28967,56,288001156,288001155,2025-09-01
288000826,201번_8월23일,30880,60,288001156,288001155,2025-09-01
288000827,220번_8월23일,23580,44,288001113,288001114,2025-09-01
288000828,230번_8월23일,30996,42,288001994,288001993,2025-09-01
288000829,240번_8월23일,53928,105,288000489,288000498,2025-09-01
288000830,100번_8월23일,26699,62,288000489,288000498,2025-09-01
288000831,101_8월23일,34534,79,288000489,288000498,2025-09-01
288000832,740번_8월23일,18530,82,288010551,288000732,2025-09-01
288000833,921번_8월23일,21566,101,285000685,288000715,2025-09-01
288000834,503번_8월23일,65691,112,288010385,288010483,2025-09-01
288000835,510번_8월23일,76657,128,288010468,288010468,2025-09-01
288000836,500번_8월23일,56846,117,288010468,288010468,2025-09-01
288000837,501번_8월23일,67725,130,288010468,288010468,2025-09-01
288000838,,76621,128,288010468,288010468,2025-09-01
288000839,512번_8월23일,82067,137,288010468,288010468,2025-09-01
288000912,400번_10월11일,19431,44,288000761,288010624,2025-09-01
288000953,64번_11월18일,66834,101,288000715,288010624,2025-09-01
288000954,64-1번_11월18일,68119,99,288000715,288010624,2025-09-01
288000970,수정 80,26127,52,288000960,288000964,2025-09-01
288000971,3번 수정,12658,41,288000931,288010003,2025-09-01
288000984,0216_16번 수정,50222,82,288000761,288010624,2025-09-01
288000985,0216_16-1 수정,60822,89,288000761,288010624,2025-09-01
288000986,0216_17번 수정,51796,92,288000761,288010624,2025-09-01
288000987,0216_17-1번 수정,41298,64,288000761,288010624,2025-09-01
288000988,0216_18번 수정,52775,82,288000761,288010624,2025-09-01
288000989,0216_18-2번 수정,18426,61,288001707,288010196,2025-09-01
288000990,0216_19번 수정,60631,97,288000761,288010624,2025-09-01
288000991,0216_20번 수정,64393,114,288000761,288010624,2025-09-01
288000992,0216_18-1번 수정,30467,92,288010079,288010624,2025-09-01
288001004,170322 번기종점수정,7568,44,288010039,288000752,2025-09-01
288001005,11-1 노선신규생성,23679,73,288010279,288001943,2025-09-01
288001006,170322 오류수정,23679,72,288010279,288001943,2025-09-01
288001007,170322 오류수정 1번노선,7568,44,288010039,288000752,2025-09-01
288001033,순환3번_04월06일,22415,94,288000131,285001693,2025-09-01
288001034,순환5번_04월06일,33686,69,288001673,288001632,2025-09-01
288001218,0928_301 변경,27899,94,288000761,288010624,2025-09-01
288001219,0928_302번 노선수정,31285,92,288000761,288010624,2025-09-01
288001220,0928_310번 노선수정,37547,100,288000761,288010624,2025-09-01
288001221,0928_311번 노선수정,46034,124,288000761,288010624,2025-09-01
288001222,0928_311번 노선수정,51173,123,288000761,288010624,2025-09-01
288001223,0928_321번 노선수정,48172,115,288000761,288010624,2025-09-01
288001224,0928_404번 노선수정,35510,119,288000448,288001545,2025-09-01
288001227,1011_23번 노선수정,7808,26,288000502,288002034,2025-09-01
288001228,1011_65번노선수정,48883,80,288000715,288010624,2025-09-01
288001229,1011_43-1노선수정,29642,126,288000715,288010673,2025-09-01
288001236,1102_778 정류장추가,32238,68,288002022,288002022,2025-09-01
288001237,1102_779 정류장추가,18691,26,288001547,288001603,2025-09-01
288001266,1122_901 정류장삭제,20136,95,285000686,288000715,2025-09-01
288001265,1122_740 정류장삭제,18527,81,288010551,288000732,2025-09-01
288001267,1122_911 정류장삭제,19312,95,285000686,288000715,2025-09-01
288001268,1122_920 정류장삭제,26598,128,285010014,288001496,2025-09-01
288001269,1122_710 정류장삭제,30613,103,288000489,288000498,2025-09-01
288001270,1122_41-1 정류장추가,52823,102,288000715,288010624,2025-09-01
288001271,1122_43-1 정류장추가,29760,128,288000715,288010673,2025-09-01
288001272,1122_46 정류장추가,55467,114,288000715,288010624,2025-09-01
288001273,1122_778 정류장삭제,32416,67,288002022,288002022,2025-09-01
288001274,1122_170 정류장변경,26775,68,288000489,288000498,2025-09-01
288001280,1205_170 노선정류장삭제,26775,68,288000489,288000498,2025-09-01
288001285,12월29일_990번,58500,150,288002127,288002128,2025-09-01
288001287,0104_41-1 정류장수정,52823,102,288000715,288010624,2025-09-01
288001340,0206_300 링크수정,28045,96,288010167,288010168,2025-09-01
288001341,0206_301 링크수정,29786,101,288010167,288010168,2025-09-01
288001342,0206_302 링크수정,33172,99,288010167,288010168,2025-09-01
288001343,0206_303 링크수정,16669,79,288001480,288000752,2025-09-01
288001344,0206_310 링크수정,39434,107,288010167,288010168,2025-09-01
288001345,0206_311 링크수정,47921,131,288010167,288010168,2025-09-01
288001346,0206_320 링크수정,53060,130,288010167,288010168,2025-09-01
288001347,0206_321 링크수정,50059,122,288010167,288010168,2025-09-01
288001353,0305_100 정류장 링크수정,28102,83,288000489,288000498,2025-09-01
288001354,0305_101 노선링크 수정,35677,101,288000489,288000498,2025-09-01
288001355,0305_17 노선링크 수정,51758,93,288000761,288010624,2025-09-01
288001356,0305_17-1 노선링크 수정,43113,68,288000761,288010624,2025-09-01
288001357,0305_18 노선링크 수정,52737,83,288000761,288010624,2025-09-01
288001358,0305_19 노선링크 수정,60593,98,288000761,288010624,2025-09-01
288001359,0305_20 노선링크 수정,64355,115,288000761,288010624,2025-09-01
288001360,0305_16 정류장 링크 수정,49934,80,288000761,288010624,2025-09-01
288001361,0305_16-1 정류장 링크 수정,60534,87,288000761,288010624,2025-09-01
288001362,0305_18-2 정류장 링크 수정,18397,62,288001707,288010196,2025-09-01
288001384,172번_상행_0314_오정test,19060,101,288000489,288001637,2025-09-01
288001385,101번_상행_오정0314,18024,100,288000489,288000357,2025-09-01
288001386,101번_하행_오정0314,17682,98,288000354,288000498,2025-09-01
288001387,0316_43-1 노선개편,51408,104,288000761,288010624,2025-09-01
288001388,0316_42-1 노선개편,62060,127,288000761,288010624,2025-09-01
288001389,0316_43-1 노선개편,27119,113,288000761,288010673,2025-09-01
288001390,0316_46-1 노선개편,52309,111,288000761,288010624,2025-09-01
288001391,0316_450 링크수정,52688,92,288000762,288000715,2025-09-01
288001392,0316_451 링크수정,62715,107,288000762,288000715,2025-09-01
288001393,0316_46 정류장수정,52309,111,288000761,288010624,2025-09-01
288000681,730번_4월29일,46844,103,288000489,288000498,2025-09-01
288000682,731번_4월29일,49490,99,288000489,288000498,2025-09-01
288000683,900번_4월29일,25456,123,288001496,285000686,2025-09-01
288000684,901번_4월29일,21504,100,288000762,285000686,2025-09-01
288000685,910번_4월29일,26522,120,288001496,285000686,2025-09-01
288000686,911번_4월29일,20071,99,288000762,285000686,2025-09-01
288000687,920번_4월29일,25637,116,288001496,285000685,2025-09-01
288000688,921번_4월29일,20220,93,288000762,285000685,2025-09-01
288000689,931번_4월29일,18736,90,288000762,285000685,2025-09-01
288000690,900번_20160509,25460,122,288001496,285000686,2025-09-01
288000691,901_20160509,21253,99,288000762,285000686,2025-09-01
288000692,910_20160509,26271,119,288001496,285000686,2025-09-01
288000693,911_20160509,19820,98,288000762,285000686,2025-09-01
288000694,920_20160509,25386,115,288001496,285000685,2025-09-01
288000695,921_20160509,19969,92,288000762,285000685,2025-09-01
288000696,931_20160509,18485,89,288000762,285000685,2025-09-01
288000697,777_20160509,49699,77,288001074,288001054,2025-09-01
288000698,80_20160509,29153,51,288000960,288000964,2025-09-01
288000699,순환3_20160509,22985,93,288000131,285001693,2025-09-01
288000700,순환5_20160509,33890,67,288001673,288001632,2025-09-01
288000710,900_20160520,25460,123,288001496,285000686,2025-09-01
288000711,910_20160520,26271,119,288001496,285000686,2025-09-01
288000712,900_20160520,25460,122,288001496,285000686,2025-09-01
288000713,910_20160520_2,26271,119,288001496,285000686,2025-09-01
288000714,920_20160520,25386,115,288001496,285000685,2025-09-01
288000715,50번_5월26일,20676,20,288001156,288001155,2025-09-01
288000730,980_06월20일,61075,128,288000761,288000715,2025-09-01
288000732,20_20160627,22701,36,288010440,288010440,2025-09-01
288000733,21_20160627,23505,31,288010440,288010440,2025-09-01
288000734,100_20160627,26872,63,288000489,288000498,2025-09-01
288000735,101_20160627,34707,80,288000489,288000498,2025-09-01
288000736,150_20160627,10160,45,288002096,288000498,2025-09-01
288000737,151_20160627,10719,49,288000894,288000715,2025-09-01
288000738,170_20160627,25320,59,288000489,288000498,2025-09-01
288000739,171_20160627,31642,79,288000489,288000498,2025-09-01
288000740,172_20160627,34918,84,288000489,288000498,2025-09-01
288000757,18-1번_07월02일,27476,81,288010079,288000715,2025-09-01
288000758,17-1번_07월02일,23141,74,288010445,288000715,2025-09-01
