개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태명,폐업일자,휴업시작일자,휴업종료일자,소재지우편번호,도로명우편번호,사업장명,데이터갱신구분,데이터갱신시점,도로명주소,상세영업상태명,상세영업상태코드,약국영업면적,영업상태코드,전화번호,좌표정보(X),좌표정보(Y),지번주소,지정일자,최종수정시점
4490000,PHMD119884490042084000002,1988-02-03,,폐업,2022-09-29,,,,31125,성심약국,I,2026-05-02 22:31:22,충청남도 천안시 동남구 충절로 21 (신부동),폐업,03,68,03,0415518520,214070.959286798    ,368418.010512215    ,충청남도 천안시 동남구 신부동 473번지 1호,1988-02-03,2022-09-29 13:44:59
4490000,PHMD119884490042084000003,1988-03-28,,폐업,2009-04-07,,,330-050,,홍약국,I,2026-05-02 22:31:22,,폐업,03,23,03,,,,영성동 8-10,1988-03-28,2009-04-07 17:16:40
4490000,PHMD119924490042084000001,1992-01-06,,폐업,2021-09-05,,,,31173,쌍용청솔약국,I,2026-05-02 22:31:22,"충청남도 천안시 서북구 불당대로 260, 2층 (쌍용동)",폐업,03,33,03,0415774566,211038.777934626    ,366472.77399202     ,충청남도 천안시 서북구 쌍용동 222번지 하이렉스파,1992-01-06,2021-09-13 18:11:07
4490000,PHMD119924490042084000003,1992-09-07,,폐업,2022-08-17,,,331-816,31037,동원약국,I,2026-05-02 22:31:22,충청남도 천안시 서북구 직산읍 봉주로 41,폐업,03,66,03,0415837652,213397.241243994    ,375100.351272505    ,충청남도 천안시 서북구 직산읍 삼은리 317번지,1992-09-07,2022-08-17 10:21:53
4490000,PHMD119974490042084000002,1997-03-28,,폐업,2011-04-01,,,330-860,,아우내약국,I,2026-05-02 22:31:22,,폐업,03,32,03,,,,병천면 병천리 163,1997-03-28,2011-04-01 09:32:12
4490000,PHMD119974490042084000004,1997-06-09,,폐업,2010-11-17,,,330-840,,동우약국,I,2026-05-02 22:31:22,,폐업,03,23,03,,,,목천읍 신계리 422,1997-06-09,2010-11-20 09:53:01
4490000,PHMD119974490042084000005,1997-09-11,,폐업,2012-09-13,,,330-170,,대한약국,I,2026-05-02 22:31:22,,폐업,03,199,03,,,,성정1동 193-2,1997-09-11,2012-09-18 16:52:10
4490000,PHMD119984490042084000001,1998-06-09,,폐업,2010-01-07,,,330-090,,약손약국,I,2026-05-02 22:31:22,,폐업,03,48,03,,,,쌍용1동 541-2,1998-06-09,2010-01-07 16:03:12
4490000,PHMD119994490042084000002,1999-03-04,,폐업,2011-08-19,,,330-190,,일광약국,I,2026-05-02 22:31:22,,폐업,03,23,03,,,,청수동 296-3,1999-03-04,2011-08-19 16:32:18
4490000,PHMD119994490042084000004,1999-05-18,,폐업,2016-01-18,,,331-805,31016,성환문화약국,I,2026-05-02 22:31:22,충청남도 천안시 서북구 성환읍 성환12길 26,폐업,03,95,03,,211581.846487779    ,379534.585554642    ,충청남도 천안시 서북구 성환읍 성환리 351번지 20호,1999-05-18,2016-01-18 12:38:26
4490000,PHMD119994490042084000006,1999-07-02,,폐업,2012-05-14,,,330-160,,천안태평양약국,I,2026-05-02 22:31:22,,폐업,03,95,03,,,,신부동 462-8,1999-07-02,2012-05-14 10:45:35
4490000,PHMD119994490042084000007,1999-10-18,,폐업,2012-04-02,,,330-260,,초원그린약국,I,2026-05-02 22:31:22,,폐업,03,60,03,,,,신방동 920 초원APT상가101,1999-10-18,2012-04-03 08:06:19
4490000,PHMD119994490042084000009,1999-11-17,,폐업,2010-04-05,,,330-210,,건강한약국,I,2026-05-02 22:31:22,,폐업,03,66,03,,,,두정동 160,1999-11-17,2010-04-05 17:59:32
4490000,PHMD120004490042084000001,2000-03-04,,폐업,2018-02-28,,,,31226,부영프라자약국,I,2026-05-02 22:31:22,충청남도 천안시 동남구 목천읍 삼성5길 46,폐업,03,59,03,,215766.651284839    ,362121.384393475    ,충청남도 천안시 동남구 목천읍 삼성리 9번지 9호,2000-03-04,2018-03-05 17:07:47
4490000,PHMD120004490042084000002,2000-05-22,,폐업,2017-07-31,,,331-827,31055,입장제일약국,I,2026-05-02 22:31:22,충청남도 천안시 서북구 입장면 입장로 141,폐업,03,41,03,,219704.761431217    ,379173.652772652    ,충청남도 천안시 서북구 입장면 하장리 61번지 6호,2000-05-22,2017-08-01 16:09:20
4490000,PHMD120004490042084000003,2000-07-27,,폐업,2009-04-13,,,330-180,,인터팜정문약국,I,2026-05-02 22:31:22,,폐업,03,107,03,,,,안서동 447-4,2000-07-27,2009-04-13 17:23:11
4490000,PHMD120004490042084000005,2000-08-14,,폐업,2010-07-01,,,330-260,,미백약국,I,2026-05-02 22:31:22,,폐업,03,72,03,,,,신방동 49-20,2000-08-14,2010-07-01 14:40:14
4490000,PHMD120004490042084000006,2000-08-14,,폐업,2022-09-06,,,,31127,명인약국,I,2026-05-02 22:31:22,"충청남도 천안시 동남구 충절로 116 (원성동, 황인구내과의원)",폐업,03,123,03,,214052.18076902     ,367474.429768949    ,충청남도 천안시 동남구 원성동 137번지 1호,2000-08-14,2022-09-06 11:43:34
4490000,PHMD120004490042084000007,2000-09-21,,폐업,2013-06-26,,,330-040,,온누리서울약국,I,2026-05-02 22:31:22,충청남도 천안시 동남구 대흥로 118 (사직동),폐업,03,37,03,,213305.650674943    ,366546.412827828    ,충청남도 천안시 동남구 사직동 188번지 8호 1층,2000-09-21,2013-06-26 09:59:20
4490000,PHMD120004490042084000010,2000-10-30,,폐업,2022-08-31,,,331-945,31181,미래약국,I,2026-05-02 22:31:22,충청남도 천안시 서북구 충무로 196 (쌍용동),폐업,03,38,03,0415786656,211392.842546535    ,366027.159845852    ,충청남도 천안시 서북구 쌍용1동 198번지 3호,2000-10-30,2022-08-31 09:59:51
4490000,PHMD120014490042084000002,2001-04-26,,폐업,2016-02-23,,,331-945,31180,마더스약국,I,2026-05-02 22:31:22,"충청남도 천안시 서북구 충무로 187, 1층 (쌍용동)",폐업,03,43,03,,211285.641300884    ,366082.226799409    ,충청남도 천안시 서북구 쌍용1동 191번지 1층,2001-04-26,2016-02-23 13:38:50
4490000,PHMD120014490042084000003,2001-05-04,,폐업,2013-02-22,,,331-950,,자연당약국,I,2026-05-02 22:31:22,"충청남도 천안시 서북구 미라2길 18-7 (쌍용동,1층)",폐업,03,24,03,,211540.659777347    ,366619.468599466    ,충청남도 천안시 서북구 쌍용1동 1196번지 1층,2001-05-04,2013-02-22 16:17:02
4490000,PHMD120014490042084000004,2001-06-11,,폐업,2011-11-08,,,330-090,,세계로약국,I,2026-05-02 22:31:22,,폐업,03,109,03,,,,쌍용2동 1539,2001-06-11,2011-11-08 16:41:26
4490000,PHMD120014490042084000005,2001-08-24,,폐업,2009-04-23,,,330-260,,신방메디칼약국,I,2026-05-02 22:31:22,,폐업,03,143,03,,,,신방동 882,2001-08-24,2009-04-23 17:44:05
4490000,PHMD120024490042084000001,2002-03-18,,폐업,2010-07-30,,,331-949,,대우약국,I,2026-05-02 22:31:22,"충청남도 천안시 서북구 봉명로 34 (쌍용동,1층)",폐업,03,30,03,,211728.211218445    ,367319.573765659    ,충청남도 천안시 서북구 쌍용1동 889번지 2호 1층,2002-03-18,2010-08-02 15:28:24
4490000,PHMD120024490042084000002,2002-04-01,,폐업,2018-06-12,,,,31120,제일약국,I,2026-05-02 22:31:22,"충청남도 천안시 동남구 만남로 43 (신부동, 천안종합버스터미널)",폐업,03,33,03,,213930.844681651    ,368774.621763909    ,충청남도 천안시 동남구 신부동 354번지,2002-04-01,2018-06-12 15:22:33
4490000,PHMD120024490042084000003,2002-04-04,,폐업,2012-12-12,,,330-913,,세진약국,I,2026-05-02 22:31:22,충청남도 천안시 동남구 풍세면 풍년길 38,폐업,03,37,03,,210612.23260522     ,357817.086664122    ,충청남도 천안시 동남구 풍세면 풍서리 676번지 66호,2002-04-04,2012-12-12 17:52:43
4490000,PHMD120024490042084000004,2002-07-20,,폐업,2010-08-02,,,330-220,,혜광약국,I,2026-05-02 22:31:22,,폐업,03,67,03,,,,백석동 875,2002-07-20,2010-08-02 15:28:34
4490000,PHMD120024490042084000007,2002-09-27,,폐업,2013-06-30,,,331-945,,우리약국,I,2026-05-02 22:31:22,충청남도 천안시 서북구 충무로 209 (쌍용동),폐업,03,65,03,,211446.359855555    ,366173.733610257    ,충청남도 천안시 서북구 쌍용1동 203번지 9호,2002-09-27,2013-06-28 09:44:48
4490000,PHMD120024490042084000009,2002-10-22,,폐업,2009-06-30,,,330-180,,한마음약국,I,2026-05-02 22:31:29,,폐업,03,130,03,,,,안서동 447-15,2002-10-22,2009-06-30 17:35:16
4490000,PHMD120024490042084000011,2002-11-25,,폐업,2025-06-10,,,331-949,31155,코보약국,I,2026-05-02 22:31:22,충청남도 천안시 서북구 쌍용대로 79 (쌍용동),폐업,03,90,03,,211696.290503557    ,367038.661376718    ,충청남도 천안시 서북구 쌍용1동 1001번지,2002-11-25,2025-06-10 13:23:50
4490000,PHMD120034490042084000001,2003-01-02,,폐업,2009-07-01,,,330-060,,연세약국,I,2026-05-02 22:31:22,,폐업,03,65,03,,,,구성동 312,2003-01-02,2009-07-02 17:22:32
4490000,PHMD120034490042084000002,2003-01-13,,폐업,2017-03-23,,,331-805,31017,수정약국,I,2026-05-02 22:31:22,충청남도 천안시 서북구 성환읍 성환1로 228-1,폐업,03,32,03,,211367.162199391    ,379287.598281097    ,충청남도 천안시 서북구 성환읍 성환리 449번지 235호,2003-01-13,2017-03-23 15:28:40
4490000,PHMD120034490042084000005,2003-04-04,,폐업,2020-01-20,,,331-834,31053,새희망약국,I,2026-05-02 22:31:23,충청남도 천안시 서북구 성거읍 돌다리길 23-37,폐업,03,7,03,,216054.837473401    ,372666.316423509    ,충청남도 천안시 서북구 성거읍 요방리 121번지,2003-04-04,2020-01-20 18:21:33
4490000,PHMD120034490042084000006,2003-04-15,,폐업,2012-07-30,,,330-090,,조선약국,I,2026-05-02 22:31:23,,폐업,03,79,03,,,,쌍용2동 1490,2003-04-15,2012-07-30 20:59:39
4490000,PHMD120034490042084000007,2003-05-01,,폐업,2009-09-03,,,330-160,,대광약국,I,2026-05-02 22:31:23,,폐업,03,83,03,,,,신부동 361,2003-05-01,2009-09-03 16:06:50
4490000,PHMD120034490042084000008,2003-05-27,,폐업,2015-09-14,,,330-840,31226,원앙약국,I,2026-05-02 22:31:23,충청남도 천안시 동남구 목천읍 삼성5길 19,폐업,03,41,03,,215511.704664892    ,362210.474856198    ,목천읍 삼성리 186,2003-05-27,2015-09-14 10:18:22
4490000,PHMD120034490042084000009,2003-05-28,,폐업,2025-04-29,,,,31174,쌍용부광약국,I,2026-05-02 22:31:23,"충청남도 천안시 서북구 충무로 155 (쌍용동, 우리척병원)",폐업,03,120,03,,211044.085744981    ,365848.847068219    ,충청남도 천안시 서북구 쌍용동 494번지 17호,2003-05-28,2025-04-29 13:19:24
4490000,PHMD120034490042084000013,2003-07-26,,폐업,2013-01-08,,,330-190,,새건강약국,I,2026-05-02 22:31:23,,폐업,03,24,03,,,,청수동 204,2003-07-26,2013-01-08 10:26:21
4490000,PHMD120034490042084000015,2003-08-27,,폐업,2011-12-29,,,330-090,,큰사랑약국,I,2026-05-02 22:31:23,,폐업,03,129,03,,,,쌍용3동 2012,2003-08-27,2011-12-29 11:35:20
4490000,PHMD120034490042084000016,2003-08-27,,폐업,2017-04-30,,,330-040,31129,사직천안종합약국,I,2026-05-02 22:31:23,충청남도 천안시 동남구 사직로 6 (사직동),폐업,03,48,03,,213292.107477936    ,366585.788928089    ,충청남도 천안시 동남구 사직동 190번지 6호,2003-08-27,2017-05-02 14:18:22
4490000,PHMD120034490042084000018,2003-09-09,,폐업,2012-01-02,,,330-210,,진약국,I,2026-05-02 22:31:23,,폐업,03,29,03,,,,두정동 66두정동 664(103호),2003-09-09,2012-01-03 16:32:53
4490000,PHMD120034490042084000022,2003-11-10,,폐업,2016-02-29,,,,31118,옵티마신부동약국,I,2026-05-02 22:31:23,충청남도 천안시 동남구 방죽안2길 1 (신부동),폐업,03,62,03,,213534.390422762    ,368939.745011643    ,충청남도 천안시 동남구 신부동 322번지 2호,2003-11-10,2016-02-25 14:03:04
4490000,PHMD120034490042084000024,2003-12-18,,폐업,2013-10-01,,,331-937,,한얼약국,I,2026-05-02 22:31:23,충청남도 천안시 서북구 동서대로 125-3 (성정동),폐업,03,77,03,,212142.261654785    ,369439.515052031    ,충청남도 천안시 서북구 성정2동 1262번지,2003-12-18,2013-10-01 13:41:17
4490000,PHMD120044490042084000001,2004-01-27,,폐업,2011-09-19,,,330-170,,두정대광약국,I,2026-05-02 22:31:23,,폐업,03,50,03,,,,성정동 1535,2004-01-27,2011-09-19 15:29:51
4490000,PHMD120044490042084000002,2004-02-02,,폐업,2009-04-01,,,330-170,,에덴약국,I,2026-05-02 22:31:23,,폐업,03,49,03,,,,성정동 413-20,2004-02-02,2009-04-01 13:19:39
4490000,PHMD120044490042084000006,2004-05-18,,폐업,2009-05-18,,,330-010,,대지약국,I,2026-05-02 22:31:23,,폐업,03,90,03,,,,대흥동 42-5,2004-05-18,2009-05-19 19:13:41
4490000,PHMD120044490042084000007,2004-06-04,,폐업,2010-02-22,,,330-100,,화신약국,I,2026-05-02 22:31:23,충청남도 천안시 동남구 순천향3길 65-6 (봉명동),폐업,03,93,03,,212223.568761917    ,366857.962100501    ,충청남도 천안시동남구 봉명동 30번지 19호,2004-06-04,2010-02-24 13:05:17
4490000,PHMD120044490042084000010,2004-07-15,,폐업,2010-11-23,,,330-210,,푸른샘약국,I,2026-05-02 22:31:23,,폐업,03,38,03,,,,두정동 1510,2004-07-15,2010-11-23 17:59:05
4490000,PHMD120044490042084000011,2004-08-02,,폐업,2013-04-03,,,331-968,,통하는약국,I,2026-05-02 22:31:23,충청남도 천안시 서북구 백석로 252 (성정동),폐업,03,27,03,,212212.422962438    ,368552.750233485    ,충청남도 천안시 서북구 성정1동 700번지 2호,2004-08-02,2013-04-03 17:41:18
4490000,PHMD120044490042084000013,2004-09-01,,폐업,2009-09-02,,,330-090,,모자약국,I,2026-05-02 22:31:23,,폐업,03,58,03,,,,쌍용2동 949-2,2004-09-01,2009-09-02 13:57:43
4490000,PHMD120044490042084000014,2004-10-01,,폐업,2010-06-25,,,330-160,,천안종로약국,I,2026-05-02 22:31:23,,폐업,03,100,03,,,,신부동 734,2004-10-01,2010-06-25 17:33:34
4490000,PHMD120044490042084000016,2004-11-10,,폐업,2014-06-02,,,330-160,,문타워약국,I,2026-05-02 22:31:23,충청남도 천안시 동남구 만남로 52 (신부동),폐업,03,74,03,,214012.423374065    ,368594.262016402    ,신부동  462-7,2004-11-10,2014-06-02 11:48:04
4490000,PHMD120054490042084000001,2005-01-03,,폐업,2009-04-02,,,330-170,,하늘약국,I,2026-05-02 22:31:23,,폐업,03,97,03,,,,성정동 722-8,2005-01-03,2009-04-03 13:40:34
4490000,PHMD120054490042084000006,2005-07-21,,폐업,2010-10-27,,,330-100,,순천당약국,I,2026-05-02 22:31:23,,폐업,03,60,03,,,,봉명동 23-24,2005-07-21,2010-10-28 10:24:28
4490000,PHMD120054490042084000009,2005-11-01,,폐업,2009-08-14,,,330-090,,버들약국,I,2026-05-02 22:31:23,,폐업,03,17,03,,,,쌍용1동 538-11,2005-11-01,2009-08-14 16:09:50
4490000,PHMD120054490042084000010,2005-11-04,,폐업,2009-05-01,,,330-090,,천안종합약국,I,2026-05-02 22:31:23,,폐업,03,126,03,,,,쌍용1동 1155,2005-11-04,2009-05-01 18:00:34
4490000,PHMD120064490042084000003,2006-02-01,,폐업,2009-03-16,,,330-050,,구세광해당약국,I,2026-05-02 22:31:23,,폐업,03,47,03,,,,영성동 9-12,2006-02-01,2009-03-16 18:48:59
4490000,PHMD120064490042084000004,2006-02-06,,폐업,2016-10-04,,,331-701,31162,청사약국,I,2026-05-02 22:31:23,충청남도 천안시 서북구 번영로 156 (불당동),폐업,03,46,03,,210105.836698074    ,368169.007430756    ,충청남도 천안시 서북구 불당동 234번지 1호,2006-02-06,2016-10-04 11:03:53
4490000,PHMD120064490042084000006,2006-02-27,,폐업,2009-07-21,,,330-170,,웰빙약국,I,2026-05-02 22:31:23,,폐업,03,25,03,,,,성정2동 1485(롯데마트 3층),2006-02-27,2009-07-21 11:52:41
4490000,PHMD120064490042084000008,2006-03-17,,폐업,2008-11-04,,,330-810,,삼은약국,I,2026-05-02 22:31:23,,폐업,03,28,03,,,,직산읍 삼은리 304,2006-03-17,2009-06-04 10:29:39
4490000,PHMD120064490042084000009,2006-04-13,,폐업,2012-07-02,,,330-180,,갑자약국,I,2026-05-02 22:31:23,,폐업,03,128,03,,,,안서동 447-10,2006-04-13,2012-07-02 13:03:51
4490000,PHMD120064490042084000010,2006-04-27,,폐업,2011-08-22,,,330-090,,신유약국,I,2026-05-02 22:31:23,,폐업,03,31,03,,,,쌍용1동 1006,2006-04-27,2011-08-22 15:56:34
4490000,PHMD120174490261084000008,2017-03-13,,폐업,2019-10-01,,,,31109,365열린약국,I,2026-05-02 22:31:26,"충청남도 천안시 서북구 쌍용대로 348, 102호 (성정동)",폐업,03,29,03,0415552968,212239.998235614    ,369669.279244198    ,충청남도 천안시 서북구 성정동 1292번지,2017-03-13,2019-10-01 14:52:11
4490000,PHMD120174490261084000013,2017-05-12,,폐업,2018-04-29,,,,31108,하늘온누리약국,I,2026-05-02 22:31:28,충청남도 천안시 서북구 동서대로 119 (성정동),폐업,03,42,03,0415791001,212116.464127186    ,369446.745784719    ,충청남도 천안시 서북구 성정동 1263번지,2017-05-12,2018-04-26 11:04:40
4490000,PHMD120174490261084000015,2017-07-05,,폐업,2019-08-16,,,,31163,천안하나약국,I,2026-05-02 22:31:28,"충청남도 천안시 서북구 검은들3길 46, 110호 (불당동, 미래시티빌딩)",폐업,03,50,03,0415693488,209623.749418238    ,367685.547817449    ,충청남도 천안시 서북구 불당동 725번지,2017-07-05,2019-08-16 17:21:38
4490000,PHMD120174490261084000021,2017-09-21,,폐업,2019-08-28,,,,31156,잘듣는약국,I,2026-05-02 22:31:28,"충청남도 천안시 서북구 불당19로 95, 상가동 117호 (불당동, 천안불당린스트라우스1단지)",폐업,03,64,03,0415631237,209003.210638553    ,368319.970097363    ,충청남도 천안시 서북구 불당동 1545번지,2017-09-21,2019-08-28 17:10:25
4490000,PHMD120174490261084000023,2017-09-22,,폐업,2019-02-01,,,,31156,청담약국,I,2026-05-02 22:31:28,"충청남도 천안시 서북구 불당33길 22 (불당동, 고은타워)",폐업,03,40,03,0415553206,209576.389507502    ,367845.904761035    ,,2017-09-22,2019-02-01 10:53:31
4490000,PHMD120174490261084000025,2017-10-18,,폐업,2019-09-02,,,,31015,성환한약국,I,2026-05-02 22:31:28,충청남도 천안시 서북구 성환읍 성환중앙로 66-15 (우진빌딩),폐업,03,24,03,0415828707,211830.988783208    ,379695.942826251    ,충청남도 천안시 서북구 성환읍 성환리 279번지 14호,2017-10-18,2019-09-03 08:23:25
4490000,PHMD120174490261084000027,2017-12-01,,폐업,2018-03-12,,,,31163,늘푸른약국,I,2026-05-02 22:31:28,충청남도 천안시 서북구 검은들3길 34 (불당동),폐업,03,54,03,,209657.180831017    ,367818.319636393    ,,2017-12-01,2018-03-12 09:36:27
4490000,PHMD120184490260084000004,2018-04-04,,폐업,2020-08-13,,,,31213,남관약국,I,2026-05-02 22:31:28,충청남도 천안시 동남구 풍세면 풍세로 465,폐업,03,72,03,0415711579,211295.66279913     ,361495.456367676    ,충청남도 천안시 동남구 풍세면 남관리 143번지,2018-04-04,2020-08-14 09:20:24
4490000,PHMD120184490260084000005,2018-04-30,,폐업,2020-04-15,,,,31198,믿음약국,I,2026-05-02 22:31:28,"충청남도 천안시 동남구 청수9로 47, 로뎀시티 103호 (청당동)",폐업,03,53,03,0415557746,213753.302689714    ,364544.602406686    ,충청남도 천안시 동남구 청당동 524번지,2018-04-30,2020-04-14 16:39:58
4490000,PHMD120184490260084000009,2018-07-13,,폐업,2019-07-25,,,,31123,동행약국,I,2026-05-02 22:31:28,"충청남도 천안시 동남구 만남로 42, 1층 (신부동)",폐업,03,58,03,0415516626,213926.934860207    ,368589.88560981     ,충청남도 천안시 동남구 신부동 462번지 2호,2018-07-13,2019-07-25 14:45:38
4490000,PHMD120184490260084000010,2018-07-12,,폐업,2022-09-30,,,,31198,153나눔약국,I,2026-05-02 22:31:28,"충청남도 천안시 동남구 청수5로 9, 503호 (청당동)",폐업,03,32,03,0415232388,213713.469748205    ,364683.827494842    ,충청남도 천안시 동남구 청당동 505번지,2018-07-12,2022-09-29 09:22:43
4490000,PHMD120184490260084000016,2018-10-28,,폐업,2019-08-02,,,,31224,이층우리약국,I,2026-05-02 22:31:28,"충청남도 천안시 동남구 목천읍 삼성5길 62, 제일아이조움프라자",폐업,03,104,03,0415562033,215961.193311097    ,362158.70462431     ,충청남도 천안시 동남구 목천읍 응원리 241번지 32호 제일아이조움프라자,2018-10-28,2019-08-01 09:13:32
4490000,PHMD120184490260084000017,2018-11-01,,폐업,2019-03-30,,,,31120,천안종로약국,I,2026-05-02 22:31:28,"충청남도 천안시 동남구 터미널2로 27-1, 종로약국 1층 (신부동)",폐업,03,101,03,0415569998,214026.122488042    ,368905.060691793    ,충청남도 천안시 동남구 신부동 734번지 종로약국,2018-11-01,2019-03-27 16:45:44
4490000,PHMD120184490260084000018,2018-11-12,,폐업,2025-11-27,,,,31177,윤온누리약국,I,2026-05-02 22:31:29,"충청남도 천안시 동남구 신촌1길 23, 홈플러스 2층 (신방동)",폐업,03,30,03,0415799630,210681.520347633    ,365092.813367026    ,충청남도 천안시 동남구 신방동 784번지 9호 홈플러스,2018-11-12,2025-11-27 11:19:56
4490000,PHMD120184490260084000019,2018-12-31,,폐업,2021-02-24,,,,31069,행복플러스약국,I,2026-05-02 22:31:28,"충청남도 천안시 동남구 천안대로 574, 홈플러스 지하2층 (구성동)",폐업,03,40,03,07075041642,214695.358784324    ,366435.793995253    ,충청남도 천안시 동남구 구성동 50번지 홈플러스,2018-12-31,2021-02-24 20:18:57
4490000,PHMD120184490261084000001,2018-01-30,,폐업,2024-04-01,,,,31168,펜타포트약국,I,2026-05-02 22:31:28,"충청남도 천안시 서북구 공원로 196 (불당동, 펜타포트)",폐업,03,11,03,0415330627,209060.399962929    ,366303.510750287    ,충청남도 천안시 서북구 불당동 1289번지 펜타포트,2018-01-30,2024-03-26 09:23:26
4490000,PHMD120184490261084000002,2018-02-21,,폐업,2019-02-20,,,,31019,대한약국,I,2026-05-02 22:31:28,충청남도 천안시 서북구 성환읍 매주2길 82,폐업,03,58,03,0415880900,211590.996707644    ,377805.280427828    ,충청남도 천안시 서북구 성환읍 매주리 212번지 2호,2018-02-21,2019-02-20 10:13:21
4490000,PHMD120184490261084000006,2018-05-17,,폐업,2019-01-17,,,,31085,비타민약국,I,2026-05-02 22:31:28,"충청남도 천안시 서북구 3공단6로 50, 힐링j타워 309호 (차암동)",폐업,03,38,03,0415516936,209142.305993051    ,371046.132117684    ,충청남도 천안시 서북구 차암동 435번지 1호 힐링j타워,2018-05-17,2019-01-17 10:00:06
4490000,PHMD120184490261084000008,2018-05-28,,폐업,2018-12-20,,,,31015,꽃길약국,I,2026-05-02 22:31:28,"충청남도 천안시 서북구 성환읍 성환2로 100, 조은성모안과의원 1층",폐업,03,31,03,07088667331,211743.364694323    ,379400.862907319    ,충청남도 천안시 서북구 성환읍 성환리 371번지 5호 조은성모안과의원,2018-05-28,2018-12-20 09:17:06
4490000,PHMD120184490261084000009,2018-06-01,,폐업,2019-04-15,,,,31156,시청앞약국,I,2026-05-02 22:31:28,"충청남도 천안시 서북구 불당22대로 67, 1층 106호 (불당동)",폐업,03,51,03,0415664569,209436.498862773    ,368349.202571027    ,충청남도 천안시 서북구 불당동 1525번지,2018-06-01,2019-04-14 19:28:23
4490000,PHMD120184490261084000011,2018-06-12,,폐업,2019-01-07,,,,31156,다나은약국,I,2026-05-02 22:31:28,"충청남도 천안시 서북구 불당21로 71, 정석프라자3  1층 110호 (불당동)",폐업,03,46,03,0415567445,209581.623257988    ,367955.36777109     ,,2018-06-12,2019-01-07 09:24:53
4490000,PHMD120184490261084000012,2018-07-04,,폐업,2018-12-05,,,,31156,유킹스파머시 힘찬365약국,I,2026-05-02 22:31:28,"충청남도 천안시 서북구 불당21로 67-12, 퍼스트프라자 113호 (불당동)",폐업,03,102,03,0415680365,209601.30630097     ,368028.718481455    ,,2018-07-04,2018-12-05 09:19:40
4490000,PHMD120184490261084000020,2018-12-05,,폐업,2019-06-07,,,,31156,힘찬365약국,I,2026-05-02 22:31:28,"충청남도 천안시 서북구 불당21로 67-12, 퍼스트프라자 (불당동)",폐업,03,102,03,0415680365,209601.30630097     ,368028.718481455    ,충청남도 천안시 서북구 불당동 1537번지 퍼스트프라자,2018-12-05,2019-06-10 09:10:54
4490000,PHMD120184490261084000023,2018-12-31,,폐업,2020-02-28,,,,31090,오성약국,I,2026-05-02 22:31:28,"충청남도 천안시 서북구 오성6길 40, 성광빌딩 101호 (두정동)",폐업,03,43,03,,211691.639116647    ,370035.685298777    ,충청남도 천안시 서북구 두정동 760번지 성광빌딩 101호,2018-12-31,2020-02-26 09:35:12
4490000,PHMD120194490260084000001,2019-01-15,,폐업,2019-08-09,,,,31120,신성약국,I,2026-05-02 22:31:28,"충청남도 천안시 동남구 터미널9길 50, 에이스빌딩 1층 (신부동)",폐업,03,37,03,0416215557,214018.653350524    ,369052.203095442    ,충청남도 천안시 동남구 신부동 625번지 에이스빌딩,2019-01-15,2019-08-12 11:37:29
4490000,PHMD120194490260084000007,2019-04-05,,폐업,2019-06-22,,,,31132,변호인약국,I,2026-05-02 22:31:28,"충청남도 천안시 동남구 중앙로 66-1, 1층 (영성동)",폐업,03,37,03,,213561.173631517    ,366998.52287098     ,충청남도 천안시 동남구 영성동 9번지 30호,2019-04-05,2019-06-21 11:46:54
4490000,PHMD120194490260084000009,2019-06-19,,폐업,2024-06-01,,,,31151,천안대학약국,I,2026-05-02 22:31:29,"충청남도 천안시 동남구 순천향4길 54, 하나로약국 2동 1층 (봉명동)",폐업,03,84,03,0415719001,212173.814952921    ,366832.246346476    ,충청남도 천안시 동남구 봉명동 30번지 78호 하나로약국,2019-06-19,2024-06-03 11:33:16
4490000,PHMD120194490260084000014,2019-10-14,,폐업,2024-06-27,,,,31120,더샵약국,I,2026-05-02 22:31:30,"충청남도 천안시 동남구 만남로 9, 더샾오피스텔 103호 (신부동)",폐업,03,46,03,0415669920,213580.890985251    ,368651.289029421    ,충청남도 천안시 동남구 신부동 966번지 더샾오피스텔,2019-10-14,2024-06-28 09:00:46
4490000,PHMD120194490261084000002,2019-01-17,,폐업,2025-09-29,,,,31085,비타민약국,I,2026-05-02 22:31:29,"충청남도 천안시 서북구 3공단6로 50, 힐링j타워 309호 (차암동)",폐업,03,38,03,0415516936,209142.305993051    ,371046.132117684    ,충청남도 천안시 서북구 차암동 435번지 1호 힐링j타워,2019-01-17,2025-09-30 16:28:19
4490000,PHMD120194490261084000012,2019-06-11,,폐업,2023-10-24,,,,31037,임마누엘한약국,I,2026-05-02 22:31:28,충청남도 천안시 서북구 직산읍 봉주로 22,폐업,03,31,03,0415851500,213202.376306181    ,375037.556757501    ,충청남도 천안시 서북구 직산읍 삼은리 76번지 161호,2019-06-11,2023-10-25 09:27:03
4490000,PHMD120194490261084000013,2019-07-10,,폐업,2020-01-17,,,,31166,천안제일약국,I,2026-05-02 22:31:28,충청남도 천안시 서북구 쌍용1길 21 (쌍용동),폐업,03,66,03,,210575.20818702     ,366678.430326726    ,충청남도 천안시 서북구 쌍용동 2013번지,2019-07-10,2020-01-17 11:47:55
